s	mu	alpha	lambda	MAP
0.3	5000	0.6	0.6	0.646951
0.3	10000	0.6	0.6	0.643948
0.35	100	0.6	0.6	0.633668
0.35	500	0.6	0.6	0.649675
0.35	1000	0.6	0.6	0.653141
0.35	2000	0.6	0.6	0.65126
0.35	5000	0.6	0.6	0.649395
0.35	10000	0.6	0.6	0.643757
0.4	100	0.6	0.6	0.628549
0.4	500	0.6	0.6	0.649591
0.4	1000	0.6	0.6	0.648193
0.4	2000	0.6	0.6	0.647476
0.4	5000	0.6	0.6	0.645707
0.4	10000	0.6	0.6	0.639361
0.1	100	0.6	0.7	0.557021
0.1	500	0.6	0.7	0.580419
0.1	1000	0.6	0.7	0.593641
0.1	2000	0.6	0.7	0.608923
0.1	5000	0.6	0.7	0.615041
0.1	10000	0.6	0.7	0.617779
0.15	100	0.6	0.7	0.589418
0.15	500	0.6	0.7	0.615036
0.15	1000	0.6	0.7	0.631771
0.15	2000	0.6	0.7	0.638268
0.15	5000	0.6	0.7	0.637618
0.15	10000	0.6	0.7	0.635488
0.2	100	0.6	0.7	0.61642
0.2	500	0.6	0.7	0.635718
0.2	1000	0.6	0.7	0.641224
0.2	2000	0.6	0.7	0.648741
0.2	5000	0.6	0.7	0.646751
0.2	10000	0.6	0.7	0.645282
0.25	100	0.6	0.7	0.634333
0.25	500	0.6	0.7	0.642986
0.25	1000	0.6	0.7	0.646475
0.25	2000	0.6	0.7	0.649356
0.25	5000	0.6	0.7	0.64777
0.25	10000	0.6	0.7	0.643967
0.3	100	0.6	0.7	0.632963
0.3	500	0.6	0.7	0.650333
0.3	1000	0.6	0.7	0.653253
0.3	2000	0.6	0.7	0.652034
0.3	5000	0.6	0.7	0.648897
0.3	10000	0.6	0.7	0.643296
0.35	100	0.6	0.7	0.626353
0.35	500	0.6	0.7	0.646623
0.35	1000	0.6	0.7	0.64585
0.35	2000	0.6	0.7	0.64635
0.35	5000	0.6	0.7	0.643909
0.35	10000	0.6	0.7	0.637297
0.4	100	0.6	0.7	0.61538
0.4	500	0.6	0.7	0.633349
0.4	1000	0.6	0.7	0.635086
0.4	2000	0.6	0.7	0.637747
0.4	5000	0.6	0.7	0.631653
0.4	10000	0.6	0.7	0.625799
0.1	100	0.6	0.8	0.568186
0.1	500	0.6	0.8	0.589975
0.1	1000	0.6	0.8	0.60429
0.1	2000	0.6	0.8	0.612979
0.1	5000	0.6	0.8	0.622539
0.1	10000	0.6	0.8	0.62267
0.15	100	0.6	0.8	0.601581
0.15	500	0.6	0.8	0.632831
0.15	1000	0.6	0.8	0.636434
0.15	2000	0.6	0.8	0.640755
0.15	5000	0.6	0.8	0.643354
0.15	10000	0.6	0.8	0.640497
0.2	100	0.6	0.8	0.630224
0.2	500	0.6	0.8	0.64292
0.2	1000	0.6	0.8	0.647098
0.2	2000	0.6	0.8	0.650382
0.2	5000	0.6	0.8	0.648222
0.2	10000	0.6	0.8	0.64703
0.25	100	0.6	0.8	0.634384
0.25	500	0.6	0.8	0.644073
0.25	1000	0.6	0.8	0.64843
0.25	2000	0.6	0.8	0.649439
0.25	5000	0.6	0.8	0.646935
0.25	10000	0.6	0.8	0.647532
0.3	100	0.6	0.8	0.627413
0.3	500	0.6	0.8	0.648893
0.3	1000	0.6	0.8	0.647691
0.3	2000	0.6	0.8	0.647273
0.3	5000	0.6	0.8	0.644534
0.3	10000	0.6	0.8	0.640646
0.35	100	0.6	0.8	0.614114
0.35	500	0.6	0.8	0.633859
0.35	1000	0.6	0.8	0.633002
0.35	2000	0.6	0.8	0.637289
0.35	5000	0.6	0.8	0.631821
0.35	10000	0.6	0.8	0.62611
0.4	100	0.6	0.8	0.600617
0.4	500	0.6	0.8	0.618254
0.4	1000	0.6	0.8	0.621817
0.4	2000	0.6	0.8	0.621016
0.4	5000	0.6	0.8	0.613917
0.4	10000	0.6	0.8	0.607805
0.1	100	0.6	0.9	0.580185
0.1	500	0.6	0.9	0.598867
0.1	1000	0.6	0.9	0.614053
0.1	2000	0.6	0.9	0.625579
0.1	5000	0.6	0.9	0.628579
0.1	10000	0.6	0.9	0.628053
0.15	100	0.6	0.9	0.612727
0.15	500	0.6	0.9	0.634805
0.15	1000	0.6	0.9	0.641289
0.15	2000	0.6	0.9	0.650282
0.15	5000	0.6	0.9	0.646774
0.15	10000	0.6	0.9	0.644838
0.2	100	0.6	0.9	0.63146
0.2	500	0.6	0.9	0.643991
0.2	1000	0.6	0.9	0.648942
0.2	2000	0.6	0.9	0.650571
0.2	5000	0.6	0.9	0.645787
0.2	10000	0.6	0.9	0.641985
0.25	100	0.6	0.9	0.633775
0.25	500	0.6	0.9	0.648024
0.25	1000	0.6	0.9	0.64835
0.25	2000	0.6	0.9	0.6465
0.25	5000	0.6	0.9	0.64436
0.25	10000	0.6	0.9	0.639825
0.3	100	0.6	0.9	0.618823
0.3	500	0.6	0.9	0.63655
0.3	1000	0.6	0.9	0.636932
0.3	2000	0.6	0.9	0.639351
0.3	5000	0.6	0.9	0.636573
0.3	10000	0.6	0.9	0.629926
0.35	100	0.6	0.9	0.60318
0.35	500	0.6	0.9	0.619671
0.35	1000	0.6	0.9	0.623619
0.35	2000	0.6	0.9	0.626415
0.35	5000	0.6	0.9	0.617539
0.35	10000	0.6	0.9	0.609516
0.4	100	0.6	0.9	0.579906
0.4	500	0.6	0.9	0.60388
0.4	1000	0.6	0.9	0.608099
0.4	2000	0.6	0.9	0.606286
0.4	5000	0.6	0.9	0.598051
0.4	10000	0.6	0.9	0.586106
0.1	100	0.7	0.1	0.483222
0.1	500	0.7	0.1	0.507249
0.1	1000	0.7	0.1	0.514917
0.1	2000	0.7	0.1	0.530751
0.1	5000	0.7	0.1	0.542418
0.1	10000	0.7	0.1	0.545111
0.15	100	0.7	0.1	0.491638
0.15	500	0.7	0.1	0.512404
0.15	1000	0.7	0.1	0.525674
0.15	2000	0.7	0.1	0.539463
0.15	5000	0.7	0.1	0.548554
0.15	10000	0.7	0.1	0.552894
0.2	100	0.7	0.1	0.498759
0.2	500	0.7	0.1	0.519038
0.2	1000	0.7	0.1	0.533927
0.2	2000	0.7	0.1	0.546905
0.2	5000	0.7	0.1	0.553391
0.2	10000	0.7	0.1	0.558714
0.25	100	0.7	0.1	0.504383
0.25	500	0.7	0.1	0.525491
0.25	1000	0.7	0.1	0.539807
0.25	2000	0.7	0.1	0.551655
0.25	5000	0.7	0.1	0.560039
0.25	10000	0.7	0.1	0.565282
0.3	100	0.7	0.1	0.512196
0.3	500	0.7	0.1	0.533976
0.3	1000	0.7	0.1	0.546215
0.3	2000	0.7	0.1	0.557572
0.3	5000	0.7	0.1	0.566354
0.3	10000	0.7	0.1	0.57131
0.35	100	0.7	0.1	0.517614
0.35	500	0.7	0.1	0.54127
0.35	1000	0.7	0.1	0.551786
0.35	2000	0.7	0.1	0.560595
0.35	5000	0.7	0.1	0.571544
0.35	10000	0.7	0.1	0.574312
0.4	100	0.7	0.1	0.522637
0.4	500	0.7	0.1	0.545958
0.4	1000	0.7	0.1	0.561929
0.4	2000	0.7	0.1	0.566352
0.4	5000	0.7	0.1	0.578036
0.4	10000	0.7	0.1	0.581866
0.1	100	0.7	0.2	0.500223
0.1	500	0.7	0.2	0.520633
0.1	1000	0.7	0.2	0.536087
0.1	2000	0.7	0.2	0.549129
0.1	5000	0.7	0.2	0.554493
0.1	10000	0.7	0.2	0.560175
0.15	100	0.7	0.2	0.514202
0.15	500	0.7	0.2	0.53646
0.15	1000	0.7	0.2	0.549077
0.15	2000	0.7	0.2	0.558784
0.15	5000	0.7	0.2	0.569205
0.15	10000	0.7	0.2	0.572583
0.2	100	0.7	0.2	0.526796
0.2	500	0.7	0.2	0.547741
0.2	1000	0.7	0.2	0.563429
0.2	2000	0.7	0.2	0.569434
0.2	5000	0.7	0.2	0.581349
0.2	10000	0.7	0.2	0.584611
0.25	100	0.7	0.2	0.544395
0.25	500	0.7	0.2	0.562708
0.25	1000	0.7	0.2	0.573414
0.25	2000	0.7	0.2	0.580651
0.25	5000	0.7	0.2	0.594817
0.25	10000	0.7	0.2	0.59806
0.3	100	0.7	0.2	0.558525
0.3	500	0.7	0.2	0.57733
0.3	1000	0.7	0.2	0.591812
0.3	2000	0.7	0.2	0.594249
0.3	5000	0.7	0.2	0.603527
0.3	10000	0.7	0.2	0.610006
0.35	100	0.7	0.2	0.568543
0.35	500	0.7	0.2	0.592891
0.35	1000	0.7	0.2	0.601372
0.35	2000	0.7	0.2	0.607218
0.35	5000	0.7	0.2	0.616881
0.35	10000	0.7	0.2	0.620632
0.4	100	0.7	0.2	0.578269
0.4	500	0.7	0.2	0.602377
0.4	1000	0.7	0.2	0.610837
0.4	2000	0.7	0.2	0.622186
0.4	5000	0.7	0.2	0.622392
0.4	10000	0.7	0.2	0.625096
0.1	100	0.7	0.3	0.515584
0.1	500	0.7	0.3	0.538767
0.1	1000	0.7	0.3	0.549538
0.1	2000	0.7	0.3	0.559222
0.1	5000	0.7	0.3	0.569887
0.1	10000	0.7	0.3	0.573267
0.15	100	0.7	0.3	0.540311
0.15	500	0.7	0.3	0.555407
0.15	1000	0.7	0.3	0.570713
0.15	2000	0.7	0.3	0.575567
0.15	5000	0.7	0.3	0.590685
0.15	10000	0.7	0.3	0.594452
0.2	100	0.7	0.3	0.560735
0.2	500	0.7	0.3	0.578441
0.2	1000	0.7	0.3	0.594388
0.2	2000	0.7	0.3	0.598984
0.2	5000	0.7	0.3	0.609286
0.2	10000	0.7	0.3	0.616061
0.25	100	0.7	0.3	0.575023
0.25	500	0.7	0.3	0.600503
0.25	1000	0.7	0.3	0.608617
0.25	2000	0.7	0.3	0.61803
0.25	5000	0.7	0.3	0.621682
0.25	10000	0.7	0.3	0.623174
0.3	100	0.7	0.3	0.588668
0.3	500	0.7	0.3	0.612967
0.3	1000	0.7	0.3	0.619106
0.3	2000	0.7	0.3	0.631992
0.3	5000	0.7	0.3	0.633669
0.3	10000	0.7	0.3	0.634229
0.35	100	0.7	0.3	0.600942
0.35	500	0.7	0.3	0.629335
0.35	1000	0.7	0.3	0.629585
0.35	2000	0.7	0.3	0.638169
0.35	5000	0.7	0.3	0.645954
0.35	10000	0.7	0.3	0.643324
0.4	100	0.7	0.3	0.621822
0.4	500	0.7	0.3	0.636921
0.4	1000	0.7	0.3	0.646509
0.4	2000	0.7	0.3	0.64901
0.4	5000	0.7	0.3	0.647102
0.4	10000	0.7	0.3	0.650591
0.1	100	0.7	0.4	0.532763
0.1	500	0.7	0.4	0.550027
0.1	1000	0.7	0.4	0.566902
0.1	2000	0.7	0.4	0.570445
0.1	5000	0.7	0.4	0.583376
0.1	10000	0.7	0.4	0.588914
0.15	100	0.7	0.4	0.562559
0.15	500	0.7	0.4	0.580051
0.15	1000	0.7	0.4	0.595533
0.15	2000	0.7	0.4	0.599899
0.15	5000	0.7	0.4	0.610291
0.15	10000	0.7	0.4	0.616954
0.2	100	0.7	0.4	0.582159
0.2	500	0.7	0.4	0.60621
0.2	1000	0.7	0.4	0.615483
0.2	2000	0.7	0.4	0.625265
0.2	5000	0.7	0.4	0.622667
0.2	10000	0.7	0.4	0.625657
0.25	100	0.7	0.4	0.601852
0.25	500	0.7	0.4	0.625194
0.25	1000	0.7	0.4	0.629493
0.25	2000	0.7	0.4	0.638506
0.25	5000	0.7	0.4	0.639862
0.25	10000	0.7	0.4	0.639651
0.3	100	0.7	0.4	0.62179
0.3	500	0.7	0.4	0.636176
0.3	1000	0.7	0.4	0.646101
0.3	2000	0.7	0.4	0.649596
0.3	5000	0.7	0.4	0.647516
0.3	10000	0.7	0.4	0.650874
0.35	100	0.7	0.4	0.639172
0.35	500	0.7	0.4	0.643585
0.35	1000	0.7	0.4	0.649165
0.35	2000	0.7	0.4	0.650452
0.35	5000	0.7	0.4	0.65178
0.35	10000	0.7	0.4	0.647148
0.4	100	0.7	0.4	0.637715
0.4	500	0.7	0.4	0.646083
0.4	1000	0.7	0.4	0.64918
0.4	2000	0.7	0.4	0.649972
0.4	5000	0.7	0.4	0.653922
0.4	10000	0.7	0.4	0.649753
0.1	100	0.7	0.5	0.548247
0.1	500	0.7	0.5	0.567606
0.1	1000	0.7	0.5	0.581691
0.1	2000	0.7	0.5	0.589732
0.1	5000	0.7	0.5	0.599335
0.1	10000	0.7	0.5	0.601911
0.15	100	0.7	0.5	0.577959
0.15	500	0.7	0.5	0.603082
0.15	1000	0.7	0.5	0.610367
0.15	2000	0.7	0.5	0.618613
0.15	5000	0.7	0.5	0.621059
0.15	10000	0.7	0.5	0.62433
0.2	100	0.7	0.5	0.602732
0.2	500	0.7	0.5	0.628272
0.2	1000	0.7	0.5	0.632404
0.2	2000	0.7	0.5	0.638101
0.2	5000	0.7	0.5	0.639499
0.2	10000	0.7	0.5	0.639565
0.25	100	0.7	0.5	0.62401
0.25	500	0.7	0.5	0.638533
0.25	1000	0.7	0.5	0.647364
0.25	2000	0.7	0.5	0.645797
0.25	5000	0.7	0.5	0.645743
0.25	10000	0.7	0.5	0.648336
0.3	100	0.7	0.5	0.638601
0.3	500	0.7	0.5	0.645305
0.3	1000	0.7	0.5	0.649313
0.3	2000	0.7	0.5	0.651312
0.3	5000	0.7	0.5	0.649504
0.3	10000	0.7	0.5	0.644577
0.35	100	0.7	0.5	0.637385
0.35	500	0.7	0.5	0.650381
0.35	1000	0.7	0.5	0.651466
0.35	2000	0.7	0.5	0.653051
0.35	5000	0.7	0.5	0.652048
0.35	10000	0.7	0.5	0.647758
0.4	100	0.7	0.5	0.636821
0.4	500	0.7	0.5	0.645969
0.4	1000	0.7	0.5	0.646583
0.4	2000	0.7	0.5	0.646838
0.4	5000	0.7	0.5	0.641374
0.4	10000	0.7	0.5	0.63647
0.1	100	0.7	0.6	0.564168
0.1	500	0.7	0.6	0.582635
0.1	1000	0.7	0.6	0.597673
0.1	2000	0.7	0.6	0.602685
0.1	5000	0.7	0.6	0.611138
0.1	10000	0.7	0.6	0.617454
0.15	100	0.7	0.6	0.593632
0.15	500	0.7	0.6	0.614098
0.15	1000	0.7	0.6	0.626929
0.15	2000	0.7	0.6	0.635822
0.15	5000	0.7	0.6	0.636541
0.15	10000	0.7	0.6	0.636544
0.2	100	0.7	0.6	0.623056
0.2	500	0.7	0.6	0.635044
0.2	1000	0.7	0.6	0.645713
0.2	2000	0.7	0.6	0.64668
0.2	5000	0.7	0.6	0.645143
0.2	10000	0.7	0.6	0.649353
0.25	100	0.7	0.6	0.638617
0.25	500	0.7	0.6	0.644991
0.25	1000	0.7	0.6	0.649674
0.25	2000	0.7	0.6	0.65113
0.25	5000	0.7	0.6	0.649322
0.25	10000	0.7	0.6	0.644474
0.3	100	0.7	0.6	0.63547
0.3	500	0.7	0.6	0.648763
0.3	1000	0.7	0.6	0.651182
0.3	2000	0.7	0.6	0.651578
0.3	5000	0.7	0.6	0.648834
0.3	10000	0.7	0.6	0.646812
0.35	100	0.7	0.6	0.633753
0.35	500	0.7	0.6	0.640799
0.35	1000	0.7	0.6	0.642274
0.35	2000	0.7	0.6	0.642473
0.35	5000	0.7	0.6	0.639336
0.35	10000	0.7	0.6	0.634877
0.4	100	0.7	0.6	0.623613
0.4	500	0.7	0.6	0.638226
0.4	1000	0.7	0.6	0.635955
0.4	2000	0.7	0.6	0.636765
0.4	5000	0.7	0.6	0.633585
0.4	10000	0.7	0.6	0.628611
0.1	100	0.7	0.7	0.576162
0.1	500	0.7	0.7	0.599481
0.1	1000	0.7	0.7	0.608285
0.1	2000	0.7	0.7	0.614024
0.1	5000	0.7	0.7	0.619216
0.1	10000	0.7	0.7	0.622932
0.15	100	0.7	0.7	0.615108
0.15	500	0.7	0.7	0.632158
0.15	1000	0.7	0.7	0.634419
0.15	2000	0.7	0.7	0.640396
0.15	5000	0.7	0.7	0.641449
0.15	10000	0.7	0.7	0.645418
0.2	100	0.7	0.7	0.630213
0.2	500	0.7	0.7	0.64316
0.2	1000	0.7	0.7	0.646333
0.2	2000	0.7	0.7	0.648488
0.2	5000	0.7	0.7	0.649243
0.2	10000	0.7	0.7	0.646646
0.25	100	0.7	0.7	0.63671
0.25	500	0.7	0.7	0.648553
0.25	1000	0.7	0.7	0.65072
0.25	2000	0.7	0.7	0.650738
0.25	5000	0.7	0.7	0.648919
0.25	10000	0.7	0.7	0.647415
0.3	100	0.7	0.7	0.633045
0.3	500	0.7	0.7	0.641332
0.3	1000	0.7	0.7	0.641968
0.3	2000	0.7	0.7	0.642045
0.3	5000	0.7	0.7	0.63961
0.3	10000	0.7	0.7	0.634461
0.35	100	0.7	0.7	0.61659
0.35	500	0.7	0.7	0.635538
0.35	1000	0.7	0.7	0.6353
0.35	2000	0.7	0.7	0.636491
0.35	5000	0.7	0.7	0.634522
0.35	10000	0.7	0.7	0.629641
0.4	100	0.7	0.7	0.609994
0.4	500	0.7	0.7	0.617822
0.4	1000	0.7	0.7	0.620448
0.4	2000	0.7	0.7	0.620774
0.4	5000	0.7	0.7	0.618262
0.4	10000	0.7	0.7	0.615005
0.1	100	0.7	0.8	0.583045
0.1	500	0.7	0.8	0.610064
0.1	1000	0.7	0.8	0.618869
0.1	2000	0.7	0.8	0.622998
0.1	5000	0.7	0.8	0.626706
0.1	10000	0.7	0.8	0.628726
0.15	100	0.7	0.8	0.622484
0.15	500	0.7	0.8	0.63371
0.15	1000	0.7	0.8	0.639246
0.15	2000	0.7	0.8	0.64647
0.15	5000	0.7	0.8	0.645919
0.15	10000	0.7	0.8	0.648597
0.2	100	0.7	0.8	0.635225
0.2	500	0.7	0.8	0.64188
0.2	1000	0.7	0.8	0.646477
0.2	2000	0.7	0.8	0.647695
0.2	5000	0.7	0.8	0.646684
0.2	10000	0.7	0.8	0.645594
0.25	100	0.7	0.8	0.635826
0.25	500	0.7	0.8	0.647468
0.25	1000	0.7	0.8	0.645919
0.25	2000	0.7	0.8	0.646223
0.25	5000	0.7	0.8	0.642558
0.25	10000	0.7	0.8	0.637726
0.3	100	0.7	0.8	0.618771
0.3	500	0.7	0.8	0.637521
0.3	1000	0.7	0.8	0.637087
0.3	2000	0.7	0.8	0.637583
0.3	5000	0.7	0.8	0.633374
0.3	10000	0.7	0.8	0.629921
0.35	100	0.7	0.8	0.609857
0.35	500	0.7	0.8	0.618458
0.35	1000	0.7	0.8	0.62035
0.35	2000	0.7	0.8	0.621371
0.35	5000	0.7	0.8	0.618585
0.35	10000	0.7	0.8	0.615917
0.4	100	0.7	0.8	0.595571
0.4	500	0.7	0.8	0.607442
0.4	1000	0.7	0.8	0.609263
0.4	2000	0.7	0.8	0.608211
0.4	5000	0.7	0.8	0.603786
0.4	10000	0.7	0.8	0.599128
0.1	100	0.7	0.9	0.593464
0.1	500	0.7	0.9	0.617543
0.1	1000	0.7	0.9	0.629721
0.1	2000	0.7	0.9	0.63629
0.1	5000	0.7	0.9	0.636051
0.1	10000	0.7	0.9	0.636824
0.15	100	0.7	0.9	0.625776
0.15	500	0.7	0.9	0.643654
0.15	1000	0.7	0.9	0.647566
0.15	2000	0.7	0.9	0.647491
0.15	5000	0.7	0.9	0.648818
0.15	10000	0.7	0.9	0.64655
0.2	100	0.7	0.9	0.635567
0.2	500	0.7	0.9	0.64667
0.2	1000	0.7	0.9	0.648476
0.2	2000	0.7	0.9	0.650054
0.2	5000	0.7	0.9	0.648035
0.2	10000	0.7	0.9	0.644519
0.25	100	0.7	0.9	0.629202
0.25	500	0.7	0.9	0.636597
0.25	1000	0.7	0.9	0.635635
0.25	2000	0.7	0.9	0.635796
0.25	5000	0.7	0.9	0.633043
0.25	10000	0.7	0.9	0.629147
0.3	100	0.7	0.9	0.610809
0.3	500	0.7	0.9	0.623005
0.3	1000	0.7	0.9	0.624104
0.3	2000	0.7	0.9	0.627808
0.3	5000	0.7	0.9	0.624206
0.3	10000	0.7	0.9	0.620004
0.35	100	0.7	0.9	0.598989
0.35	500	0.7	0.9	0.609424
0.35	1000	0.7	0.9	0.611421
0.35	2000	0.7	0.9	0.611008
0.35	5000	0.7	0.9	0.606348
0.35	10000	0.7	0.9	0.601012
0.4	100	0.7	0.9	0.576711
0.4	500	0.7	0.9	0.592819
0.4	1000	0.7	0.9	0.595518
0.4	2000	0.7	0.9	0.590958
0.4	5000	0.7	0.9	0.587518
0.4	10000	0.7	0.9	0.573043
0.1	100	0.8	0.1	0.50429
0.1	500	0.8	0.1	0.516557
0.1	1000	0.8	0.1	0.531257
0.1	2000	0.8	0.1	0.53955
0.1	5000	0.8	0.1	0.546556
0.1	10000	0.8	0.1	0.54949
0.15	100	0.8	0.1	0.511895
0.15	500	0.8	0.1	0.524237
0.15	1000	0.8	0.1	0.539192
0.15	2000	0.8	0.1	0.547198
0.15	5000	0.8	0.1	0.553826
0.15	10000	0.8	0.1	0.555738
0.2	100	0.8	0.1	0.519031
0.2	500	0.8	0.1	0.533029
0.2	1000	0.8	0.1	0.547178
0.2	2000	0.8	0.1	0.552893
0.2	5000	0.8	0.1	0.559813
0.2	10000	0.8	0.1	0.563751
0.25	100	0.8	0.1	0.524775
0.25	500	0.8	0.1	0.540118
0.25	1000	0.8	0.1	0.552438
0.25	2000	0.8	0.1	0.558983
0.25	5000	0.8	0.1	0.568224
0.25	10000	0.8	0.1	0.570694
0.3	100	0.8	0.1	0.53195
0.3	500	0.8	0.1	0.548952
0.3	1000	0.8	0.1	0.558585
0.3	2000	0.8	0.1	0.564569
0.3	5000	0.8	0.1	0.572231
0.3	10000	0.8	0.1	0.5782
0.35	100	0.8	0.1	0.5392
0.35	500	0.8	0.1	0.561364
0.35	1000	0.8	0.1	0.561989
0.35	2000	0.8	0.1	0.570444
0.35	5000	0.8	0.1	0.577738
0.35	10000	0.8	0.1	0.583478
0.4	100	0.8	0.1	0.544564
0.4	500	0.8	0.1	0.564961
0.4	1000	0.8	0.1	0.570042
0.4	2000	0.8	0.1	0.576849
0.4	5000	0.8	0.1	0.585487
0.4	10000	0.8	0.1	0.593906
0.1	100	0.8	0.2	0.521065
0.1	500	0.8	0.2	0.53456
0.1	1000	0.8	0.2	0.548476
0.1	2000	0.8	0.2	0.554088
0.1	5000	0.8	0.2	0.561696
0.1	10000	0.8	0.2	0.565949
0.15	100	0.8	0.2	0.534996
0.15	500	0.8	0.2	0.55518
0.15	1000	0.8	0.2	0.560333
0.15	2000	0.8	0.2	0.566815
0.15	5000	0.8	0.2	0.574462
0.15	10000	0.8	0.2	0.580228
0.2	100	0.8	0.2	0.549872
0.2	500	0.8	0.2	0.567577
0.2	1000	0.8	0.2	0.572082
0.2	2000	0.8	0.2	0.583251
0.2	5000	0.8	0.2	0.590673
0.2	10000	0.8	0.2	0.595049
0.25	100	0.8	0.2	0.562866
0.25	500	0.8	0.2	0.583375
0.25	1000	0.8	0.2	0.587939
0.25	2000	0.8	0.2	0.593394
0.25	5000	0.8	0.2	0.60361
0.25	10000	0.8	0.2	0.60732
0.3	100	0.8	0.2	0.578223
0.3	500	0.8	0.2	0.596966
0.3	1000	0.8	0.2	0.600269
0.3	2000	0.8	0.2	0.60445
0.3	5000	0.8	0.2	0.612875
0.3	10000	0.8	0.2	0.615245
0.35	100	0.8	0.2	0.597694
0.35	500	0.8	0.2	0.60737
0.35	1000	0.8	0.2	0.615318
0.35	2000	0.8	0.2	0.617915
0.35	5000	0.8	0.2	0.621915
0.35	10000	0.8	0.2	0.62239
0.4	100	0.8	0.2	0.604633
0.4	500	0.8	0.2	0.616687
0.4	1000	0.8	0.2	0.620208
0.4	2000	0.8	0.2	0.62648
0.4	5000	0.8	0.2	0.630101
0.4	10000	0.8	0.2	0.632355
0.1	100	0.8	0.3	0.535799
0.1	500	0.8	0.3	0.555264
0.1	1000	0.8	0.3	0.560921
0.1	2000	0.8	0.3	0.568011
0.1	5000	0.8	0.3	0.576143
0.1	10000	0.8	0.3	0.581131
0.15	100	0.8	0.3	0.557356
0.15	500	0.8	0.3	0.578661
0.15	1000	0.8	0.3	0.585289
0.15	2000	0.8	0.3	0.591972
0.15	5000	0.8	0.3	0.599572
0.15	10000	0.8	0.3	0.603488
0.2	100	0.8	0.3	0.580943
0.2	500	0.8	0.3	0.601274
0.2	1000	0.8	0.3	0.605264
0.2	2000	0.8	0.3	0.610896
0.2	5000	0.8	0.3	0.616723
0.2	10000	0.8	0.3	0.618637
0.25	100	0.8	0.3	0.601641
0.25	500	0.8	0.3	0.616468
0.25	1000	0.8	0.3	0.617857
0.25	2000	0.8	0.3	0.619592
0.25	5000	0.8	0.3	0.628349
0.25	10000	0.8	0.3	0.629315
0.3	100	0.8	0.3	0.611387
0.3	500	0.8	0.3	0.626654
0.3	1000	0.8	0.3	0.632264
0.3	2000	0.8	0.3	0.636761
0.3	5000	0.8	0.3	0.639249
0.3	10000	0.8	0.3	0.644613
0.35	100	0.8	0.3	0.627323
0.35	500	0.8	0.3	0.637861
0.35	1000	0.8	0.3	0.643959
0.35	2000	0.8	0.3	0.646668
0.35	5000	0.8	0.3	0.648067
0.35	10000	0.8	0.3	0.64828
0.4	100	0.8	0.3	0.638358
0.4	500	0.8	0.3	0.64639
0.4	1000	0.8	0.3	0.651157
0.4	2000	0.8	0.3	0.650325
0.4	5000	0.8	0.3	0.650667
0.4	10000	0.8	0.3	0.65301
0.1	100	0.8	0.4	0.551407
0.1	500	0.8	0.4	0.570648
0.1	1000	0.8	0.4	0.575981
0.1	2000	0.8	0.4	0.584717
0.1	5000	0.8	0.4	0.593066
0.1	10000	0.8	0.4	0.5961
0.15	100	0.8	0.4	0.586717
0.15	500	0.8	0.4	0.602438
0.15	1000	0.8	0.4	0.606851
0.15	2000	0.8	0.4	0.61091
0.15	5000	0.8	0.4	0.617029
0.15	10000	0.8	0.4	0.619129
0.2	100	0.8	0.4	0.606421
0.2	500	0.8	0.4	0.617426
0.2	1000	0.8	0.4	0.626025
0.2	2000	0.8	0.4	0.629337
0.2	5000	0.8	0.4	0.631248
0.2	10000	0.8	0.4	0.629882
0.25	100	0.8	0.4	0.623927
0.25	500	0.8	0.4	0.634932
0.25	1000	0.8	0.4	0.643065
0.25	2000	0.8	0.4	0.646896
0.25	5000	0.8	0.4	0.645469
0.25	10000	0.8	0.4	0.646631
0.3	100	0.8	0.4	0.63772
0.3	500	0.8	0.4	0.645958
0.3	1000	0.8	0.4	0.64997
0.3	2000	0.8	0.4	0.649961
0.3	5000	0.8	0.4	0.650956
0.3	10000	0.8	0.4	0.653431
0.35	100	0.8	0.4	0.638263
0.35	500	0.8	0.4	0.649373
0.35	1000	0.8	0.4	0.650828
0.35	2000	0.8	0.4	0.654258
0.35	5000	0.8	0.4	0.650863
0.35	10000	0.8	0.4	0.647888
0.4	100	0.8	0.4	0.640834
0.4	500	0.8	0.4	0.647605
0.4	1000	0.8	0.4	0.649046
0.4	2000	0.8	0.4	0.648972
0.4	5000	0.8	0.4	0.64475
0.4	10000	0.8	0.4	0.642689
0.1	100	0.8	0.5	0.569091
0.1	500	0.8	0.5	0.589345
0.1	1000	0.8	0.5	0.594433
0.1	2000	0.8	0.5	0.600266
0.1	5000	0.8	0.5	0.608321
0.1	10000	0.8	0.5	0.61072
0.15	100	0.8	0.5	0.603917
0.15	500	0.8	0.5	0.61665
0.15	1000	0.8	0.5	0.618695
0.15	2000	0.8	0.5	0.624569
0.15	5000	0.8	0.5	0.629034
0.15	10000	0.8	0.5	0.629494
0.2	100	0.8	0.5	0.624011
0.2	500	0.8	0.5	0.635179
0.2	1000	0.8	0.5	0.643309
0.2	2000	0.8	0.5	0.645873
0.2	5000	0.8	0.5	0.644158
0.2	10000	0.8	0.5	0.6464
0.25	100	0.8	0.5	0.637825
0.25	500	0.8	0.5	0.645005
0.25	1000	0.8	0.5	0.64805
0.25	2000	0.8	0.5	0.649079
0.25	5000	0.8	0.5	0.653185
0.25	10000	0.8	0.5	0.650181
0.3	100	0.8	0.5	0.642218
