s	mu	alpha	lambda	MAP
0.3	2000	0.9	0.4	0.600647
0.3	5000	0.9	0.4	0.595632
0.35	500	0.9	0.4	0.603424
0.35	1000	0.9	0.4	0.605502
0.35	2000	0.9	0.4	0.600336
0.35	5000	0.9	0.4	0.602158
0.4	500	0.9	0.4	0.607421
0.4	1000	0.9	0.4	0.605646
0.4	2000	0.9	0.4	0.606342
0.4	5000	0.9	0.4	0.611474
0.1	500	0.9	0.5	0.563083
0.1	1000	0.9	0.5	0.57072
0.1	2000	0.9	0.5	0.573407
0.1	5000	0.9	0.5	0.572795
0.15	500	0.9	0.5	0.580629
0.15	1000	0.9	0.5	0.584019
0.15	2000	0.9	0.5	0.584071
0.15	5000	0.9	0.5	0.586761
0.2	500	0.9	0.5	0.594023
0.2	1000	0.9	0.5	0.594896
0.2	2000	0.9	0.5	0.597786
0.2	5000	0.9	0.5	0.595409
0.25	500	0.9	0.5	0.601851
0.25	1000	0.9	0.5	0.604203
0.25	2000	0.9	0.5	0.600819
0.25	5000	0.9	0.5	0.595946
0.3	500	0.9	0.5	0.604663
0.3	1000	0.9	0.5	0.604291
0.3	2000	0.9	0.5	0.6049
0.3	5000	0.9	0.5	0.605747
0.35	500	0.9	0.5	0.614021
0.35	1000	0.9	0.5	0.609026
0.35	2000	0.9	0.5	0.612234
0.35	5000	0.9	0.5	0.60847
0.4	500	0.9	0.5	0.617933
0.4	1000	0.9	0.5	0.616499
0.4	2000	0.9	0.5	0.6155
0.4	5000	0.9	0.5	0.618895
0.1	500	0.9	0.6	0.570708
0.1	1000	0.9	0.6	0.577016
0.1	2000	0.9	0.6	0.576733
0.1	5000	0.9	0.6	0.577803
0.15	500	0.9	0.6	0.58837
0.15	1000	0.9	0.6	0.592722
0.15	2000	0.9	0.6	0.592692
0.15	5000	0.9	0.6	0.593637
0.2	500	0.9	0.6	0.600829
0.2	1000	0.9	0.6	0.603725
0.2	2000	0.9	0.6	0.600508
0.2	5000	0.9	0.6	0.594723
0.25	500	0.9	0.6	0.604697
0.25	1000	0.9	0.6	0.604735
0.25	2000	0.9	0.6	0.606798
0.25	5000	0.9	0.6	0.605002
0.3	500	0.9	0.6	0.613926
0.3	1000	0.9	0.6	0.612846
0.3	2000	0.9	0.6	0.611165
0.3	5000	0.9	0.6	0.610435
0.35	500	0.9	0.6	0.621985
0.35	1000	0.9	0.6	0.619996
0.35	2000	0.9	0.6	0.621729
0.35	5000	0.9	0.6	0.616745
0.4	500	0.9	0.6	0.625586
0.4	1000	0.9	0.6	0.620978
0.4	2000	0.9	0.6	0.619512
0.4	5000	0.9	0.6	0.61483
0.1	500	0.9	0.7	0.578999
0.1	1000	0.9	0.7	0.58223
0.1	2000	0.9	0.7	0.581362
0.1	5000	0.9	0.7	0.585515
0.15	500	0.9	0.7	0.596103
0.15	1000	0.9	0.7	0.598861
0.15	2000	0.9	0.7	0.598627
0.15	5000	0.9	0.7	0.596131
0.2	500	0.9	0.7	0.603289
0.2	1000	0.9	0.7	0.604729
0.2	2000	0.9	0.7	0.600978
0.2	5000	0.9	0.7	0.603344
0.25	500	0.9	0.7	0.613094
0.25	1000	0.9	0.7	0.610514
0.25	2000	0.9	0.7	0.611501
0.25	5000	0.9	0.7	0.607523
0.3	500	0.9	0.7	0.622384
0.3	1000	0.9	0.7	0.619959
0.3	2000	0.9	0.7	0.622775
0.3	5000	0.9	0.7	0.618053
0.35	500	0.9	0.7	0.623117
0.35	1000	0.9	0.7	0.620259
0.35	2000	0.9	0.7	0.617624
0.35	5000	0.9	0.7	0.615198
0.4	500	0.9	0.7	0.62031
0.4	1000	0.9	0.7	0.617529
0.4	2000	0.9	0.7	0.613276
0.4	5000	0.9	0.7	0.608786
0.1	500	0.9	0.8	0.582446
0.1	1000	0.9	0.8	0.586695
0.1	2000	0.9	0.8	0.589178
0.1	5000	0.9	0.8	0.589938
0.15	500	0.9	0.8	0.602204
0.15	1000	0.9	0.8	0.604141
0.15	2000	0.9	0.8	0.599796
0.15	5000	0.9	0.8	0.594815
0.2	500	0.9	0.8	0.606323
0.2	1000	0.9	0.8	0.608244
0.2	2000	0.9	0.8	0.607337
0.2	5000	0.9	0.8	0.603877
0.25	500	0.9	0.8	0.621383
0.25	1000	0.9	0.8	0.619501
0.25	2000	0.9	0.8	0.615584
0.25	5000	0.9	0.8	0.614931
0.3	500	0.9	0.8	0.622191
0.3	1000	0.9	0.8	0.619308
0.3	2000	0.9	0.8	0.618726
0.3	5000	0.9	0.8	0.614772
0.35	500	0.9	0.8	0.619483
0.35	1000	0.9	0.8	0.615316
0.35	2000	0.9	0.8	0.613196
0.35	5000	0.9	0.8	0.608527
0.4	500	0.9	0.8	0.621088
0.4	1000	0.9	0.8	0.619098
0.4	2000	0.9	0.8	0.613508
0.4	5000	0.9	0.8	0.611223
0.1	500	0.9	0.9	0.592083
0.1	1000	0.9	0.9	0.593057
0.1	2000	0.9	0.9	0.592965
0.1	5000	0.9	0.9	0.593804
0.15	500	0.9	0.9	0.603102
0.15	1000	0.9	0.9	0.604728
0.15	2000	0.9	0.9	0.600579
0.15	5000	0.9	0.9	0.601333
0.2	500	0.9	0.9	0.615715
0.2	1000	0.9	0.9	0.613474
0.2	2000	0.9	0.9	0.614896
0.2	5000	0.9	0.9	0.611706
0.25	500	0.9	0.9	0.619678
0.25	1000	0.9	0.9	0.621065
0.25	2000	0.9	0.9	0.616724
0.25	5000	0.9	0.9	0.614376
0.3	500	0.9	0.9	0.621063
0.3	1000	0.9	0.9	0.6164
0.3	2000	0.9	0.9	0.613962
0.3	5000	0.9	0.9	0.612698
0.35	500	0.9	0.9	0.620216
0.35	1000	0.9	0.9	0.619018
0.35	2000	0.9	0.9	0.612188
0.35	5000	0.9	0.9	0.610811
0.4	500	0.9	0.9	0.61939
0.4	1000	0.9	0.9	0.614464
0.4	2000	0.9	0.9	0.611454
0.4	5000	0.9	0.9	0.60736
